"Invoice Number","Originating Order Number",Store,"Customer ID",Date,Name,SKU,QTY,Subtotal,Discount,Tax
200028236,200030484,Retail,3144,"Sep 1, 2014 1:28:34 AM","Blooming Bath Bathing Kit",BLOOMINGBATH-KIT,1.0000,$59.99,$0.00,$0.00
200028236,200030484,Retail,3144,"Sep 1, 2014 1:28:34 AM","Blooming Bath Baby Bath - Canary Yellow",BLOOMINGBATH-YELLOW,1.0000,$0.00,$0.00,$0.00
200028236,200030484,Retail,3144,"Sep 1, 2014 1:28:34 AM","Petals Baby Bath Washcloths - Canary Yellow - 3 Pack",PETAL-WASHCLOTHS-3PK-YELLOW,1.0000,$0.00,$0.00,$0.00
200028236,200030484,Retail,3144,"Sep 1, 2014 1:28:34 AM","Burt's Bees Getting Started Kit",GETTING-STARTED-KIT,1.0000,$0.00,$0.00,$0.00
200028237,200030485,Retail,,"Sep 1, 2014 1:46:51 AM","Blooming Bath Baby Bath",BLOOMINGBATH-TURQUOISE,1.0000,$39.99,$0.00,$0.00
200028237,200030485,Retail,,"Sep 1, 2014 1:46:51 AM","Blooming Bath Baby Bath - Turquoise",BLOOMINGBATH-TURQUOISE,1.0000,$0.00,$0.00,$0.00
200028238,200030486,Retail,,"Sep 1, 2014 3:40:43 AM","Blooming Bath Baby Bath",BLOOMINGBATH-GREEN,1.0000,$39.99,$0.00,$0.00
200028238,200030486,Retail,,"Sep 1, 2014 3:40:43 AM","Blooming Bath Baby Bath - Green",BLOOMINGBATH-GREEN,1.0000,$0.00,$0.00,$0.00
200028238,200030486,Retail,,"Sep 1, 2014 3:40:43 AM","Mini Bloom Scrubbie",MINI-BLOOM-CANARY-YELLOW,1.0000,$9.99,$0.00,$0.00
200028238,200030486,Retail,,"Sep 1, 2014 3:40:43 AM","Mini Bloom Scrubbie - Canary Yellow",MINI-BLOOM-CANARY-YELLOW,1.0000,$0.00,$0.00,$0.00
200028239,200030487,Retail,,"Sep 1, 2014 8:20:50 AM","Blooming Bath Baby Bath",BLOOMINGBATH-PINK,1.0000,$39.99,$0.00,$0.00
200028239,200030487,Retail,,"Sep 1, 2014 8:20:50 AM","Blooming Bath Baby Bath - Hot Pink",BLOOMINGBATH-PINK,1.0000,$0.00,$0.00,$0.00
200028240,200030488,Retail,,"Sep 1, 2014 1:12:45 PM","Blooming Bath Labor Day Special",LABORDAY2014,2.0000,$79.98,$0.00,$0.00
200028240,200030488,Retail,,"Sep 1, 2014 1:12:45 PM","Blooming Bath Baby Bath - Turquoise",BLOOMINGBATH-TURQUOISE,2.0000,$0.00,$0.00,$0.00
200028240,200030488,Retail,,"Sep 1, 2014 1:12:45 PM","Mini Bloom Scrubbie - Turquoise",MINI-BLOOM-TURQUOISE,2.0000,$0.00,$0.00,$0.00
200028240,200030488,Retail,,"Sep 1, 2014 1:12:45 PM","Munchkin White Hot Safety Rubber Duck",RUBBERDUCK,2.0000,$0.00,$0.00,$0.00
200028240,200030488,Retail,,"Sep 1, 2014 1:12:45 PM","Blooming Bath Labor Day Special",LABORDAY2014,1.0000,$39.99,$0.00,$0.00
200028240,200030488,Retail,,"Sep 1, 2014 1:12:45 PM","Blooming Bath Baby Bath - Hot Pink",BLOOMINGBATH-PINK,1.0000,$0.00,$0.00,$0.00
200028240,200030488,Retail,,"Sep 1, 2014 1:12:45 PM","Mini Bloom Scrubbie - Hot Pink ",MINI-BLOOM-HOT-PINK,1.0000,$0.00,$0.00,$0.00
