"Invoice Number","Originating Order Number",Store,"Customer ID",Date,"Grand Total",Subtotal,Shipping,"Tax Amount","Discount Amount","PayPal Trans ID",Qty
250006476,250006795,Wholesale,1259,"Feb 2, 2015 1:46:16 PM",$267.30,$240.00,$27.30,$0.00,$0.00,2LD67643AJ146972X,15.0000
200030345,200032809,Retail,,"Feb 2, 2015 1:51:18 PM",$46.99,$39.99,$7.00,$0.00,$0.00,64881486CA536224X,2.0000
200030346,200032810,Retail,,"Feb 2, 2015 2:11:48 PM",$56.98,$49.98,$7.00,$0.00,$0.00,5CA77209U54941034,4.0000
200030347,200032811,Retail,1229,"Feb 2, 2015 3:20:23 PM",$0.00,$0.00,$0.00,$0.00,$0.00,,40.0000
200030348,200032812,Retail,,"Feb 2, 2015 3:25:27 PM",$42.99,$39.99,$7.00,$0.00,$4.00,5G469543316307817,2.0000
200030349,200032813,Retail,,"Feb 2, 2015 3:38:14 PM",$46.99,$39.99,$7.00,$0.00,$0.00,3HW79827DG6453413,2.0000
200030350,200032814,Retail,,"Feb 2, 2015 4:21:09 PM",$46.99,$39.99,$7.00,$0.00,$0.00,15M14124WA636504N,2.0000
200030351,200032815,Retail,,"Feb 2, 2015 4:25:31 PM",$56.98,$49.98,$7.00,$0.00,$0.00,4TD64011T3788832L,4.0000
200030352,200032816,Retail,,"Feb 2, 2015 4:36:27 PM",$46.99,$39.99,$7.00,$0.00,$0.00,4PY51507KK178400A,2.0000
200030353,200032817,Retail,,"Feb 2, 2015 5:36:45 PM",$48.99,$39.99,$9.00,$0.00,$0.00,9XC06012RL363315M,3.0000
200030354,200032818,Retail,,"Feb 2, 2015 5:43:14 PM",$56.98,$49.98,$7.00,$0.00,$0.00,8X311945131433644,5.0000
200030355,200032819,Retail,,"Feb 2, 2015 6:32:25 PM",$48.99,$39.99,$9.00,$0.00,$0.00,2D580096VF1624633,2.0000
200030356,200032820,Retail,,"Feb 2, 2015 8:57:39 PM",$46.99,$39.99,$7.00,$0.00,$0.00,7WJ49731KW562490B,2.0000
200030357,200032821,Retail,,"Feb 2, 2015 10:28:42 PM",$68.99,$59.99,$9.00,$0.00,$0.00,59B31446PL195352S,4.0000
200030358,200032822,Retail,4778,"Feb 2, 2015 11:11:08 PM",$78.98,$79.98,$7.00,$0.00,$8.00,81629373FF639882T,4.0000
200030359,200032823,Retail,,"Feb 3, 2015 12:24:17 AM",$52.19,$39.99,$9.00,$3.20,$0.00,4W500656NH565570B,2.0000
250006477,250006818,Wholesale,848,"Feb 3, 2015 8:25:33 AM",$267.30,$240.00,$27.30,$0.00,$0.00,4CB55247PW872794C,15.0000
250006478,250006819,Wholesale,4779,"Feb 3, 2015 8:44:34 AM",$344.40,$308.00,$36.40,$0.00,$0.00,5H652399CD9154002,20.0000
200030360,200032826,Retail,,"Feb 3, 2015 9:36:59 AM",$56.98,$49.98,$7.00,$0.00,$0.00,7A7507175V368320A,4.0000
250006479,250006761,Wholesale,3994,"Feb 3, 2015 10:36:36 AM",$320.00,$320.00,$0.00,$0.00,$0.00,,16.0000
250006480,250006762,Wholesale,3994,"Feb 3, 2015 10:36:36 AM",$480.00,$480.00,$0.00,$0.00,$0.00,,24.0000
250006481,250006758,Wholesale,3994,"Feb 3, 2015 10:36:37 AM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
250006482,250006759,Wholesale,3994,"Feb 3, 2015 10:36:38 AM",$800.00,$800.00,$0.00,$0.00,$0.00,,40.0000
250006483,250006760,Wholesale,3994,"Feb 3, 2015 10:36:38 AM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
250006484,250006755,Wholesale,3994,"Feb 3, 2015 10:36:39 AM","$1,040.00","$1,040.00",$0.00,$0.00,$0.00,,52.0000
250006485,250006756,Wholesale,3994,"Feb 3, 2015 10:36:40 AM",$400.00,$400.00,$0.00,$0.00,$0.00,,20.0000
250006486,250006757,Wholesale,3994,"Feb 3, 2015 10:36:40 AM","$1,040.00","$1,040.00",$0.00,$0.00,$0.00,,52.0000
250006487,250006751,Wholesale,3994,"Feb 3, 2015 10:36:41 AM",$720.00,$720.00,$0.00,$0.00,$0.00,,36.0000
250006488,250006752,Wholesale,3994,"Feb 3, 2015 10:36:42 AM",$320.00,$320.00,$0.00,$0.00,$0.00,,16.0000
250006489,250006753,Wholesale,3994,"Feb 3, 2015 10:36:43 AM",$560.00,$560.00,$0.00,$0.00,$0.00,,28.0000
250006490,250006754,Wholesale,3994,"Feb 3, 2015 10:36:44 AM",$560.00,$560.00,$0.00,$0.00,$0.00,,28.0000
250006491,250006748,Wholesale,3994,"Feb 3, 2015 10:36:44 AM",$400.00,$400.00,$0.00,$0.00,$0.00,,20.0000
250006492,250006749,Wholesale,3994,"Feb 3, 2015 10:36:45 AM",$480.00,$480.00,$0.00,$0.00,$0.00,,24.0000
250006493,250006750,Wholesale,3994,"Feb 3, 2015 10:36:48 AM","$1,680.00","$1,680.00",$0.00,$0.00,$0.00,,84.0000
250006494,250006745,Wholesale,3994,"Feb 3, 2015 10:36:48 AM",$640.00,$640.00,$0.00,$0.00,$0.00,,32.0000
250006495,250006746,Wholesale,3994,"Feb 3, 2015 10:36:49 AM",$800.00,$800.00,$0.00,$0.00,$0.00,,40.0000
250006496,250006747,Wholesale,3994,"Feb 3, 2015 10:36:50 AM",$320.00,$320.00,$0.00,$0.00,$0.00,,16.0000
250006497,250006741,Wholesale,3994,"Feb 3, 2015 10:36:50 AM",$400.00,$400.00,$0.00,$0.00,$0.00,,20.0000
250006498,250006742,Wholesale,3994,"Feb 3, 2015 10:36:51 AM",$560.00,$560.00,$0.00,$0.00,$0.00,,28.0000
250006499,250006743,Wholesale,3994,"Feb 3, 2015 10:36:52 AM",$640.00,$640.00,$0.00,$0.00,$0.00,,32.0000
250006500,250006744,Wholesale,3994,"Feb 3, 2015 10:36:53 AM",$800.00,$800.00,$0.00,$0.00,$0.00,,40.0000
200030361,200032827,Retail,,"Feb 3, 2015 10:48:06 AM",$46.99,$39.99,$7.00,$0.00,$0.00,3KB48982UX7084549,2.0000
250006501,250006820,Wholesale,1451,"Feb 3, 2015 11:15:16 AM",$416.90,$374.00,$42.90,$0.00,$0.00,1D8375626A718054K,32.0000
300000208,300000254,International,3388,"Feb 3, 2015 11:26:47 AM",$324.00,$204.00,$120.00,$0.00,$0.00,,23.0000
200030362,200032828,Retail,,"Feb 3, 2015 11:49:42 AM",$42.99,$39.99,$7.00,$0.00,$4.00,16J027396J239691H,2.0000
200030363,200032829,Retail,,"Feb 3, 2015 2:11:17 PM",$58.98,$49.98,$9.00,$0.00,$0.00,52514686KJ1307714,4.0000
200030364,200032830,Retail,4780,"Feb 3, 2015 3:00:34 PM",$0.00,$39.99,$0.00,$0.00,$39.99,,1.0000
250006502,250006822,Wholesale,1439,"Feb 4, 2015 8:02:16 AM",$433.50,$400.00,$45.50,$0.00,$12.00,0JK030915R3215049,25.0000
200030365,200032831,Retail,,"Feb 4, 2015 8:12:03 AM",$56.98,$49.98,$7.00,$0.00,$0.00,5HA0542176421945Y,3.0000
250006503,250006821,Wholesale,1241,"Feb 4, 2015 8:22:01 AM",$400.00,$400.00,$0.00,$0.00,$0.00,,20.0000
200030366,200032832,Retail,,"Feb 4, 2015 8:33:20 AM",$44.99,$39.99,$9.00,$0.00,$4.00,7MF297646P952280V,2.0000
250006504,250006816,Wholesale,1115,"Feb 4, 2015 8:35:55 AM",$240.00,$240.00,$0.00,$0.00,$0.00,,12.0000
250006505,250006817,Wholesale,1115,"Feb 4, 2015 8:35:56 AM",$480.00,$480.00,$0.00,$0.00,$0.00,,24.0000
250006506,250006814,Wholesale,1115,"Feb 4, 2015 8:35:57 AM",$240.00,$240.00,$0.00,$0.00,$0.00,,12.0000
250006507,250006815,Wholesale,1115,"Feb 4, 2015 8:35:57 AM",$160.00,$160.00,$0.00,$0.00,$0.00,,8.0000
250006508,250006792,Wholesale,1115,"Feb 4, 2015 8:35:58 AM","$2,108.00","$2,108.00",$0.00,$0.00,$0.00,,124.0000
250006509,250006791,Wholesale,1115,"Feb 4, 2015 8:35:59 AM","$4,054.00","$4,054.00",$0.00,$0.00,$0.00,,212.0000
250006510,250006674,Wholesale,1115,"Feb 4, 2015 8:36:00 AM","$1,442.00","$1,442.00",$0.00,$0.00,$0.00,,100.0000
250006511,250006648,Wholesale,1115,"Feb 4, 2015 8:36:00 AM",$802.00,$802.00,$0.00,$0.00,$0.00,,68.0000
250006512,250006518,Wholesale,850,"Feb 4, 2015 8:36:01 AM","$15,120.00","$15,120.00",$0.00,$0.00,$0.00,,756.0000
200030367,200032833,Retail,,"Feb 4, 2015 9:20:22 AM",$58.98,$49.98,$9.00,$0.00,$0.00,7SW01922TT268215H,3.0000
200030368,200032834,Retail,,"Feb 4, 2015 10:06:37 AM",$42.99,$39.99,$7.00,$0.00,$4.00,8DU904863C657513S,2.0000
200030369,200032835,Retail,,"Feb 4, 2015 10:32:57 AM",$66.97,$59.97,$7.00,$0.00,$0.00,84T23520SH497520J,6.0000
200030370,200032836,Retail,,"Feb 4, 2015 10:57:00 AM",$89.98,$49.98,$40.00,$0.00,$0.00,61716197V41779721,5.0000
200030371,200032837,Retail,,"Feb 4, 2015 11:02:19 AM",$50.19,$39.99,$7.00,$3.20,$0.00,5XF76189V2056280N,2.0000
200030372,200032838,Retail,,"Feb 4, 2015 11:32:44 AM",$90.97,$83.97,$7.00,$0.00,$0.00,3TT34678WY324221F,3.0000
200030373,200032839,Retail,,"Feb 4, 2015 1:14:34 PM",$46.99,$39.99,$7.00,$0.00,$0.00,59V75135W9232754Y,2.0000
200030374,200032840,Retail,,"Feb 4, 2015 1:46:41 PM",$68.97,$59.97,$9.00,$0.00,$0.00,6HF09001KD072064A,6.0000
250006513,250006830,Wholesale,2175,"Feb 4, 2015 1:57:25 PM",$89.10,$80.00,$9.10,$0.00,$0.00,7RE492866J030432N,5.0000
200030375,200032841,Retail,,"Feb 4, 2015 2:11:24 PM",$68.99,$59.99,$9.00,$0.00,$0.00,6PN9029136451682P,4.0000
200030376,200032843,Retail,4781,"Feb 4, 2015 5:11:45 PM",$0.00,$39.99,$0.00,$0.00,$39.99,,1.0000
200030377,200032844,Retail,,"Feb 4, 2015 6:35:27 PM",$48.99,$39.99,$9.00,$0.00,$0.00,52F74352FP812024U,3.0000
200030378,200032845,Retail,,"Feb 4, 2015 8:04:25 PM",$46.99,$39.99,$7.00,$0.00,$0.00,16D25259FK230924C,2.0000
200030379,200032846,Retail,,"Feb 4, 2015 8:13:50 PM",$46.99,$39.99,$7.00,$0.00,$0.00,69E56820J04478813,2.0000
200030380,200032848,Retail,,"Feb 5, 2015 7:45:33 AM",$46.99,$39.99,$7.00,$0.00,$0.00,2LY30080XW605401T,2.0000
200030381,200032849,Retail,,"Feb 5, 2015 8:06:55 AM",$46.99,$39.99,$7.00,$0.00,$0.00,2A578450AF179814M,3.0000
200030382,200032850,Retail,4782,"Feb 5, 2015 9:16:16 AM",$0.00,$39.99,$0.00,$0.00,$39.99,,1.0000
200030383,200032851,Retail,,"Feb 5, 2015 10:37:26 AM",$48.99,$39.99,$9.00,$0.00,$0.00,0DA716524U9884120,2.0000
200030384,200032852,Retail,,"Feb 5, 2015 10:58:30 AM",$46.99,$39.99,$7.00,$0.00,$0.00,7JN27155RJ8564307,2.0000
200030385,200032853,Retail,,"Feb 5, 2015 11:01:00 AM",$46.99,$39.99,$7.00,$0.00,$0.00,74V864640X943571S,2.0000
200030386,200032854,Retail,,"Feb 5, 2015 11:19:35 AM",$46.99,$39.99,$7.00,$0.00,$0.00,8BE92487FJ8037440,2.0000
250006514,250006829,Wholesale,1115,"Feb 5, 2015 11:32:49 AM",$320.00,$320.00,$0.00,$0.00,$0.00,,16.0000
250006515,250006826,Wholesale,1115,"Feb 5, 2015 11:32:50 AM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
250006516,250006827,Wholesale,1115,"Feb 5, 2015 11:32:51 AM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
250006517,250006828,Wholesale,1115,"Feb 5, 2015 11:32:51 AM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
250006518,250006824,Wholesale,1115,"Feb 5, 2015 11:32:52 AM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
250006519,250006825,Wholesale,1115,"Feb 5, 2015 11:32:53 AM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
250006520,250006823,Wholesale,1115,"Feb 5, 2015 11:32:53 AM",$240.00,$240.00,$0.00,$0.00,$0.00,,12.0000
250006521,250006662,Wholesale,850,"Feb 5, 2015 11:32:54 AM","$2,080.00","$2,080.00",$0.00,$0.00,$0.00,,104.0000
250006522,250006660,Wholesale,850,"Feb 5, 2015 11:32:55 AM","$5,120.00","$5,120.00",$0.00,$0.00,$0.00,,256.0000
250006523,250006450,Wholesale,1115,"Feb 5, 2015 11:32:56 AM",$320.00,$320.00,$0.00,$0.00,$0.00,,16.0000
200030387,200032855,Retail,,"Feb 5, 2015 11:34:50 AM",$50.19,$39.99,$7.00,$3.20,$0.00,0K815029GD196454Y,2.0000
200030388,200032856,Retail,,"Feb 5, 2015 12:39:17 PM",$88.97,$79.97,$9.00,$0.00,$0.00,2HE44701Y83128934,8.0000
200030389,200032858,Retail,,"Feb 5, 2015 1:29:31 PM",$62.98,$55.98,$7.00,$0.00,$0.00,2PL67302PM0501324,2.0000
200030390,200032859,Retail,,"Feb 5, 2015 1:36:53 PM",$46.99,$39.99,$7.00,$0.00,$0.00,3GL25896SD0902430,2.0000
250006524,250006838,Wholesale,1838,"Feb 5, 2015 2:47:08 PM",$80.00,$80.00,$0.00,$0.00,$0.00,,5.0000
200030391,200032860,Retail,4783,"Feb 5, 2015 4:41:51 PM",$46.99,$39.99,$7.00,$0.00,$0.00,1SA71717WB3913615,2.0000
200030392,200032861,Retail,,"Feb 5, 2015 5:07:11 PM",$46.99,$39.99,$7.00,$0.00,$0.00,1HN23413E9748100A,2.0000
200030393,200032862,Retail,,"Feb 5, 2015 7:11:57 PM",$48.99,$39.99,$9.00,$0.00,$0.00,6B8869828H180614P,2.0000
200030394,200032863,Retail,,"Feb 5, 2015 8:34:01 PM",$46.99,$39.99,$7.00,$0.00,$0.00,78P99884NN4902504,2.0000
200030395,200032865,Retail,,"Feb 5, 2015 11:48:15 PM",$46.99,$39.99,$7.00,$0.00,$0.00,6U207782YX9622415,2.0000
200030396,200032867,Retail,,"Feb 6, 2015 6:14:09 AM",$88.98,$79.98,$9.00,$0.00,$0.00,73J01095KE976525G,4.0000
200030397,200032868,Retail,,"Feb 6, 2015 7:40:09 AM",$46.99,$39.99,$7.00,$0.00,$0.00,2K205064CV792083W,2.0000
200030398,200032869,Retail,,"Feb 6, 2015 8:27:42 AM",$79.98,$79.98,$0.00,$0.00,$0.00,6ER377118A574572D,4.0000
200030399,200032870,Retail,,"Feb 6, 2015 8:39:37 AM",$42.99,$39.99,$7.00,$0.00,$4.00,0HT41597JC8415803,2.0000
200030400,200032871,Retail,,"Feb 6, 2015 8:48:15 AM",$48.99,$39.99,$9.00,$0.00,$0.00,3M014074VN695002L,2.0000
200030401,200032872,Retail,,"Feb 6, 2015 9:40:10 AM",$60.99,$39.99,$21.00,$0.00,$0.00,2AT238904S089954D,2.0000
250006525,250006837,Wholesale,1115,"Feb 6, 2015 9:46:28 AM",$320.00,$320.00,$0.00,$0.00,$0.00,,16.0000
250006526,250006836,Wholesale,1115,"Feb 6, 2015 9:46:29 AM",$240.00,$240.00,$0.00,$0.00,$0.00,,12.0000
250006527,250006833,Wholesale,1115,"Feb 6, 2015 9:46:30 AM",$80.00,$80.00,$0.00,$0.00,$0.00,,4.0000
250006528,250006831,Wholesale,1115,"Feb 6, 2015 9:46:31 AM",$160.00,$160.00,$0.00,$0.00,$0.00,,8.0000
250006529,250006832,Wholesale,1115,"Feb 6, 2015 9:46:32 AM",$240.00,$240.00,$0.00,$0.00,$0.00,,12.0000
250006530,250006813,Wholesale,3994,"Feb 6, 2015 9:46:32 AM","$1,120.00","$1,120.00",$0.00,$0.00,$0.00,,56.0000
250006531,250006812,Wholesale,3994,"Feb 6, 2015 9:46:33 AM",$588.00,$588.00,$0.00,$0.00,$0.00,,48.0000
200030402,200032873,Retail,,"Feb 6, 2015 10:10:32 AM",$57.99,$39.99,$18.00,$0.00,$0.00,55W572762H365683L,3.0000
200030403,200032874,Retail,1229,"Feb 6, 2015 10:31:40 AM",$0.00,$0.00,$0.00,$0.00,$0.00,,40.0000
200030404,200032875,Retail,1229,"Feb 6, 2015 10:57:30 AM",$0.00,$0.00,$0.00,$0.00,$0.00,,20.0000
200030405,200032876,Retail,,"Feb 6, 2015 11:17:57 AM",$139.97,$89.97,$50.00,$0.00,$0.00,88052926WE1108357,6.0000
200030406,200032877,Retail,1229,"Feb 6, 2015 11:39:19 AM",$0.00,$0.00,$0.00,$0.00,$0.00,,20.0000
200030407,200032878,Retail,4784,"Feb 6, 2015 11:40:46 AM",$38.99,$39.99,$7.00,$0.00,$8.00,9N7835396R5944222,2.0000
200030408,200032880,Retail,,"Feb 6, 2015 12:15:26 PM",$40.99,$39.99,$7.00,$0.00,$6.00,8DF50328KF509193N,2.0000
200030409,200032881,Retail,,"Feb 6, 2015 12:47:34 PM",$60.99,$59.99,$7.00,$0.00,$6.00,3DJ88523AL019161V,4.0000
200030410,200032883,Retail,,"Feb 6, 2015 1:28:59 PM",$46.99,$39.99,$7.00,$0.00,$0.00,0NR44011N3455412M,2.0000
250006532,250006844,Wholesale,2104,"Feb 6, 2015 1:48:28 PM",$542.40,$480.00,$62.40,$0.00,$0.00,,24.0000
200030411,200032884,Retail,,"Feb 6, 2015 2:02:15 PM",$46.99,$39.99,$7.00,$0.00,$0.00,5KX846759K5277308,2.0000
200030412,200032885,Retail,4785,"Feb 6, 2015 2:03:58 PM",$326.92,$319.92,$7.00,$0.00,$0.00,3XU01664F69069150,16.0000
200030413,200032886,Retail,,"Feb 6, 2015 2:45:54 PM",$59.99,$39.99,$20.00,$0.00,$0.00,3ME28948JS226313H,2.0000
200030414,200032887,Retail,4786,"Feb 6, 2015 3:49:26 PM",$38.99,$39.99,$7.00,$0.00,$8.00,58H86037FR801074C,2.0000
200030415,200032888,Retail,,"Feb 6, 2015 6:52:03 PM",$68.99,$59.99,$9.00,$0.00,$0.00,64062444KF539505M,4.0000
200030416,200032889,Retail,,"Feb 6, 2015 6:53:06 PM",$71.77,$59.97,$7.00,$4.80,$0.00,26N22726PA9428848,5.0000
200030417,200032890,Retail,,"Feb 6, 2015 8:58:39 PM",$48.99,$39.99,$9.00,$0.00,$0.00,0KW83356AF683714B,3.0000
200030418,200032891,Retail,,"Feb 6, 2015 10:09:25 PM",$71.79,$59.99,$7.00,$4.80,$0.00,0KD44379K2133533R,4.0000
200030419,200032893,Retail,,"Feb 7, 2015 5:53:31 AM",$48.99,$39.99,$9.00,$0.00,$0.00,3Y4991837X249994R,2.0000
200030420,200032894,Retail,4788,"Feb 7, 2015 6:08:12 AM",$38.99,$39.99,$7.00,$0.00,$8.00,3MP507993P901261K,2.0000
200030421,200032895,Retail,,"Feb 7, 2015 8:27:55 AM",$38.99,$39.99,$7.00,$0.00,$8.00,6XB38818W8706223E,2.0000
200030422,200032896,Retail,,"Feb 7, 2015 8:57:24 AM",$56.98,$49.98,$7.00,$0.00,$0.00,29260503X16927735,4.0000
200030423,200032897,Retail,4789,"Feb 7, 2015 9:53:13 AM",$66.99,$59.99,$7.00,$0.00,$0.00,0JR82357E22452450,5.0000
200030424,200032899,Retail,,"Feb 7, 2015 12:51:12 PM",$48.99,$39.99,$9.00,$0.00,$0.00,83V34179L0789954B,3.0000
200030425,200032900,Retail,,"Feb 7, 2015 1:20:17 PM",$46.99,$39.99,$7.00,$0.00,$0.00,8HA02944HS040892N,1.0000
200030426,200032901,Retail,,"Feb 7, 2015 1:27:01 PM",$66.99,$59.99,$7.00,$0.00,$0.00,1NV98905HD976741F,5.0000
200030427,200032902,Retail,,"Feb 7, 2015 2:41:09 PM",$52.19,$39.99,$9.00,$3.20,$0.00,3Y4237398E658343C,2.0000
200030428,200032903,Retail,,"Feb 7, 2015 2:54:38 PM",$50.19,$39.99,$7.00,$3.20,$0.00,3L306011E0519642K,3.0000
200030429,200032904,Retail,,"Feb 7, 2015 5:56:03 PM",$46.99,$39.99,$7.00,$0.00,$0.00,2JU3224613306190C,2.0000
200030430,200032905,Retail,,"Feb 7, 2015 5:57:27 PM",$58.98,$49.98,$9.00,$0.00,$0.00,2K459584UL3104358,4.0000
200030431,200032906,Retail,,"Feb 7, 2015 6:00:12 PM",$50.19,$39.99,$7.00,$3.20,$0.00,2CR28429L4708592G,3.0000
200030432,200032907,Retail,,"Feb 7, 2015 9:48:44 PM",$66.99,$59.99,$7.00,$0.00,$0.00,0AF7056447385240N,4.0000
200030433,200032908,Retail,,"Feb 8, 2015 8:17:26 AM",$68.99,$59.99,$9.00,$0.00,$0.00,9SS373570U436471B,5.0000
200030434,200032909,Retail,,"Feb 8, 2015 8:40:34 AM",$48.99,$39.99,$9.00,$0.00,$0.00,0KC51965885613549,2.0000
200030435,200032911,Retail,,"Feb 8, 2015 9:30:04 AM",$46.99,$39.99,$7.00,$0.00,$0.00,57W85448NB6664130,2.0000
200030436,200032912,Retail,,"Feb 8, 2015 9:40:29 AM",$38.99,$39.99,$7.00,$0.00,$8.00,3GB00574A0607063E,2.0000
200030437,200032913,Retail,4790,"Feb 8, 2015 11:00:55 AM",$46.99,$39.99,$7.00,$0.00,$0.00,52U75933NB291631G,3.0000
200030438,200032914,Retail,4790,"Feb 8, 2015 11:04:16 AM",$50.19,$39.99,$7.00,$3.20,$0.00,00792802T62464407,3.0000
200030439,200032915,Retail,,"Feb 8, 2015 12:34:58 PM",$46.99,$39.99,$7.00,$0.00,$0.00,1PH216821N1283311,1.0000
200030440,200032916,Retail,,"Feb 8, 2015 1:58:17 PM",$56.98,$49.98,$7.00,$0.00,$0.00,6XB07869VP400935T,4.0000
200030441,200032917,Retail,,"Feb 8, 2015 2:13:00 PM",$46.99,$39.99,$7.00,$0.00,$0.00,3AY018366V3606609,2.0000
200030442,200032918,Retail,,"Feb 8, 2015 2:18:49 PM",$46.99,$39.99,$7.00,$0.00,$0.00,46T20660S1775933T,3.0000
200030443,200032919,Retail,,"Feb 8, 2015 4:01:27 PM",$46.99,$39.99,$7.00,$0.00,$0.00,3VK86894R2342691A,2.0000
200030444,200032920,Retail,,"Feb 8, 2015 4:26:04 PM",$56.99,$49.99,$7.00,$0.00,$0.00,5HS37877NR895260R,3.0000
200030445,200032921,Retail,,"Feb 8, 2015 4:50:21 PM",$57.99,$39.99,$18.00,$0.00,$0.00,3YV88776VX0348221,2.0000
200030446,200032923,Retail,,"Feb 8, 2015 7:08:24 PM",$46.99,$39.99,$7.00,$0.00,$0.00,32S73295XY639862T,2.0000
200030447,200032924,Retail,,"Feb 8, 2015 8:05:07 PM",$48.99,$39.99,$9.00,$0.00,$0.00,7BR76518G7016351N,2.0000
200030448,200032925,Retail,,"Feb 8, 2015 8:50:43 PM",$46.99,$39.99,$7.00,$0.00,$0.00,12L342507A067464E,2.0000
200030449,200032926,Retail,,"Feb 9, 2015 6:45:09 AM",$46.99,$39.99,$7.00,$0.00,$0.00,1DA135510G783100U,2.0000
200030450,200032927,Retail,,"Feb 9, 2015 7:07:17 AM",$56.98,$49.98,$7.00,$0.00,$0.00,67578000LA444824T,4.0000
200030451,200032928,Retail,,"Feb 9, 2015 7:48:04 AM",$46.99,$39.99,$7.00,$0.00,$0.00,2VV479816T416770R,2.0000
