"Credit Memo Number","Originating Order Number",Store,"Customer ID",Date,"Total Refunded","Subtotal Refunded","Shipping Refunded","Tax Refunded","PayPal Trans ID"
200000391,200031306,Retail,,"Nov 13, 2014 4:47:29 PM",$14.99,$9.99,$5.00,$0.00,34D869270E637310N
